Subject,Relationship,Object
Financial Assistance for Military Families (American Red Cross),covers,"This program covers residents of the following states: AK, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV and WY."
Financial Assistance for Military Families (American Red Cross),24hours_status_is,TRUE
Financial Assistance for Military Families (American Red Cross),Monday's_time_open,Call
Financial Assistance for Military Families (American Red Cross),Tuesday's_time_open,Call
Financial Assistance for Military Families (American Red Cross),Wednesday's_time_open,Call
Financial Assistance for Military Families (American Red Cross),Thursday's_time_open,Call
Financial Assistance for Military Families (American Red Cross),Friday's_time_open,Call
Financial Assistance for Military Families (American Red Cross),Saturday's_time_open,Call
Financial Assistance for Military Families (American Red Cross),Sunday's_time_open,Call
Financial Assistance for Military Families (American Red Cross),offers,Shelter
Emergency Shelter (Home at Last),main_services_are,temporary shelter
Emergency Shelter (Home at Last),main_services_are,immediate safety
Emergency Shelter (Home at Last),serves,adults 18+
Emergency Shelter (Home at Last),serves,individuals
Emergency Shelter (Home at Last),serves,homeless
Emergency Shelter (Home at Last),phone_number_is,323-750-7177
Emergency Shelter (Home at Last),website_is,https://www.homeatlastcdc.org/index.php/services/
Emergency Shelter (Home at Last),is_located_at,"3425 West Manchester Boulevard, Inglewood, CA 90305"
Emergency Shelter (Home at Last),url_is_located_at,"https://www.google.com/maps/?q=3425+West+Manchester+Boulevard,+Inglewood,+CA+90305/"
Emergency Shelter (Home at Last),has_an_availability_status_of,available
Emergency Shelter (Home at Last),description_is,Home at Last provides emergency overnight housing for individuals in South Los Angeles experiencing homelessness who are in urgent need of housing. Services provided: - Temporary shelter. Must call after 5:00 PM on weekends and weekdays.
Emergency Shelter (Home at Last),speaks,English
Emergency Shelter (Home at Last),costs,Free
Emergency Shelter (Home at Last),has_Google_Reviews,TRUE
Emergency Shelter (Home at Last),covers,"This program covers residents of the following cities: Los Angeles, CA."
Emergency Shelter (Home at Last),latitude_is,33.9601342
Emergency Shelter (Home at Last),longitude_is,-118.3315953
Emergency Shelter (Home at Last),zipcode_is,90305
Emergency Shelter (Home at Last),24hours_status_is,FALSE
